5,1,9.075,23,1
3,1,1.914998,5,1
1,1,22.51536,40,1
3,1,10.37502,32,1
5,1,17.37504,40,1
1,1,36.35568,32,1
1,1,23.49538,35,1
1,1,13.05515,26,1
5,1,2.074999,8,1
3,1,10.91502,20,1
5,1,6.574995,26,1
1,1,3.814996,8,1
5,1,5.474996,17,1
3,1,8.215006,35,1
1,1,21.27533,29,1
3,1,0.474999,8,1
1,1,10.61509,23,1
5,1,9.075,32,1
3,1,6.054994,26,1
1,1,17.55525,20,1
5,1,4.074997,14,1
5,1,2.774998,11,1
1,1,10.07508,17,1
3,1,12.89504,40,1
3,1,7.375,23,1
3,1,2.394998,11,1
1,1,4.874995,5,1
5,1,17.07504,29,1
5,1,12.17502,35,1
5,1,13.77502,20,1
3,1,7.675002,14,1
3,1,8.81501,29,1
5,1,1.674999,5,1
1,1,8.77505,14,1
1,1,10.03508,11,1
3,1,12.05503,17,1
5,4,23.02505,20,1
3,4,13.18503,11,1
5,4,38.12499,26,1
1,4,16.26519,8,1
5,4,14.82502,5,1
5,4,15.02502,8,1
1,4,28.54547,23,1
5,4,12.72501,11,1
3,4,32.50493,40,1
3,4,5.984995,5,1
5,4,62.22462,29,1
1,4,39.10571,26,1
3,4,26.74495,29,1
5,4,14.82502,23,1
1,4,38.82571,32,1
5,4,37.325,35,1
3,4,18.16503,20,1
3,4,18.88502,26,1
1,4,32.00555,35,1
1,4,37.36567,29,1
1,4,4.364996,5,1
5,4,45.22488,32,1
1,4,14.56515,40,1
5,4,38.82498,40,1
1,4,8.34501,11,1
1,4,19.84527,14,1
3,4,10.12501,32,1
1,4,31.92555,17,1
3,4,15.70505,8,1
5,4,28.52507,14,1
5,4,23.52505,17,1
1,4,36.82566,20,1
3,4,33.76496,17,1
3,4,13.06503,14,1
3,4,53.62541,35,1
3,4,47.02526,23,1
5,3,23.82505,40,1
1,3,3.044998,5,1
3,3,7.984994,11,1
3,3,26.64496,32,1
5,3,24.32506,32,1
3,3,33.96495,35,1
3,3,40.02509,5,1
3,3,27.12495,40,1
5,3,16.22503,26,1
1,3,64.70618,17,1
5,3,13.02501,17,1
3,3,17.94503,17,1
5,3,17.12503,8,1
3,3,20.40501,20,1
5,3,18.82504,20,1
1,3,26.24541,26,1
5,3,16.12502,14,1
5,3,34.12505,35,1
3,3,36.245,29,1
3,3,10.50501,8,1
1,3,46.04586,40,1
1,3,8.585003,14,1
1,3,16.48518,20,1
3,3,26.46496,23,1
5,3,12.62501,11,1
3,3,38.94506,14,1
1,3,29.12547,32,1
3,3,25.14497,26,1
1,3,20.78528,23,1
1,3,7.024994,8,1
1,3,15.46516,35,1
1,3,10.32504,11,1
5,3,25.02506,29,1
5,3,23.12505,23,1
5,3,6.824996,5,1
1,3,15.18515,29,1
1,2,28.33543,20,1
5,2,15.77502,5,1
5,2,42.07495,29,1
3,2,49.43528,29,1
5,2,24.57505,8,1
5,2,44.37492,40,1
1,2,59.11613,40,1
5,2,26.87506,23,1
1,2,17.55518,11,1
5,2,53.47478,26,1
1,2,41.75573,17,1
1,2,15.19513,5,1
5,2,32.97508,14,1
3,2,35.99497,14,1
5,2,27.87506,35,1
1,2,58.63612,26,1
3,2,30.17494,20,1
3,2,16.85505,8,1
5,2,53.97477,32,1
1,2,33.03553,32,1
1,2,18.89521,14,1
5,2,25.57506,17,1
3,2,19.13503,26,1
3,2,32.21492,11,1
1,2,39.95569,29,1
1,2,18.4752,8,1
3,2,10.074999,5,1
1,2,25.55536,23,1
3,2,33.05491,40,1
3,2,36.17497,23,1
3,2,41.8751,35,1
3,2,30.47493,32,1
3,2,23.515,17,1
1,2,30.23547,35,1
5,2,25.27505,11,1
5,2,28.97507,20,1
1,3,21.37259,20,2
3,3,28.66904,32,2
3,3,21.98784,29,2
5,3,14.30234,14,2
