3,1,10.55502,5,1
5,1,10.67501,20,1
3,1,10.49502,23,1
1,1,2.414997,8,1
3,1,7.435,11,1
5,1,7.374998,17,1
1,1,6.655,29,1
3,1,14.21505,40,1
3,1,11.51503,29,1
3,1,9.77502,20,1
1,1,6.895005,40,1
5,1,4.274997,23,1
3,1,4.734995,14,1
1,1,9.61507,35,1
5,1,3.974997,11,1
5,1,4.374997,14,1
5,1,12.97502,40,1
5,1,9.77501,32,1
1,1,3.354996,26,1
5,1,8.275002,26,1
1,1,4.374995,23,1
1,1,3.854996,11,1
5,1,2.374998,8,1
3,1,10.61502,32,1
1,1,2.954997,14,1
1,1,4.214995,20,1
5,1,10.87501,29,1
1,1,5.174994,32,1
1,1,2.994997,17,1
5,1,13.57502,35,1
3,1,7.435,17,1
1,1,2.094997,5,1
3,1,9.83502,26,1
5,1,3.674997,5,1
3,1,5.694994,8,1
3,1,14.33505,35,1
1,2,4.674998,5,1
1,2,9.975007,29,1
3,2,17.09505,23,1
5,2,9.674996,14,1
1,2,10.775025,32,1
5,2,11.775,29,1
5,2,15.87502,32,1
3,2,12.23501,14,1
3,2,6.894996,8,1
5,2,7.874996,8,1
3,2,14.93503,17,1
5,2,14.87502,23,1
3,2,17.81505,29,1
1,2,9.254993,23,1
3,2,20.03503,35,1
1,2,6.534996,11,1
3,2,10.255,11,1
5,2,19.47503,35,1
5,2,21.27504,20,1
1,2,8.894993,17,1
3,2,4.794998,5,1
5,2,21.37504,40,1
5,2,6.374998,11,1
5,2,5.574998,5,1
3,2,21.65501,32,1
5,2,16.57502,17,1
1,2,9.514997,14,1
1,2,6.314996,8,1
3,2,19.07504,26,1
5,2,19.67503,26,1
1,2,10.575021,35,1
3,2,12.17501,20,1
1,2,5.594996,20,1
1,2,7.634995,40,1
1,2,7.534995,26,1
3,2,18.47504,40,1
5,4,9.325002,35,1
1,4,7.704995,40,1
5,4,3.724998,8,1
1,4,5.704995,35,1
3,4,3.464997,20,1
1,4,4.044996,23,1
5,4,2.724999,5,1
3,4,2.504998,11,1
1,4,6.224994,26,1
5,4,4.724997,40,1
1,4,6.344994,29,1
1,4,4.344996,11,1
5,4,4.724997,23,1
3,4,4.004997,23,1
1,4,1.884999,8,1
1,4,1.744999,5,1
5,4,8.224998,32,1
5,4,4.124998,11,1
3,4,3.824997,14,1
3,4,2.204998,8,1
3,4,2.924998,17,1
3,4,3.764997,32,1
3,4,6.284995,40,1
5,4,4.224998,20,1
3,4,0.465,5,1
5,4,3.724998,14,1
1,4,3.604997,20,1
3,4,4.304996,26,1
5,4,4.924997,26,1
5,4,4.524997,17,1
3,4,4.664996,29,1
3,4,4.064997,35,1
5,4,7.224995,29,1
1,4,4.164996,17,1
1,4,4.184996,14,1
1,4,5.864995,32,1
1,3,5.344996,40,1
1,3,4.004997,17,1
5,3,5.324997,17,1
5,3,3.824999,5,1
1,3,5.064996,23,1
1,3,4.564997,20,1
3,3,5.524996,20,1
5,3,8.024995,40,1
5,3,4.024998,20,1
1,3,2.444999,8,1
3,3,7.624994,40,1
5,3,7.524995,14,1
3,3,7.384995,29,1
1,3,1.724999,5,1
3,3,6.244996,11,1
5,3,6.724996,8,1
3,3,7.324995,32,1
1,3,2.544998,11,1
5,3,4.124998,11,1
5,3,7.524995,35,1
3,3,1.325,8,1
3,3,6.244996,35,1
5,3,7.124996,26,1
3,3,4.264997,14,1
3,3,7.024995,26,1
3,3,5.824996,17,1
5,3,8.424995,23,1
1,3,4.824996,35,1
3,3,8.764997,23,1
1,3,4.204997,14,1
5,3,9.324999,29,1
1,3,5.504996,29,1
5,3,11.92501,32,1
1,3,6.004995,26,1
1,3,5.884995,32,1
3,3,2.164999,5,1
3,4,60.68103,29,2
1,4,72.07044,14,2
5,4,46.07029,11,2
3,4,53.07028,26,2
5,4,33.95944,8,2
3,4,44.90376,32,2
3,4,48.90383,17,2
5,4,45.9581,17,2
1,4,39.84788,23,2
1,4,44.0141,32,2
3,4,46.07036,14,2
1,4,46.84792,8,2
5,4,53.4584,29,2
5,4,43.18122,23,2
3,4,45.62565,20,2
3,4,63.84856,40,2
3,4,62.07048,23,2
1,4,67.90363,20,2
3,4,49.29223,5,2
1,4,61.06998,17,2
1,4,57.95893,35,2
5,4,62.90319,35,2
3,4,67.95898,35,2
5,4,75.57047,20,2
1,4,79.68127,11,2
3,4,52.12528,11,2
5,4,65.40363,32,2
5,4,84.90366,40,2
3,4,35.18168,8,2
1,4,28.34771,5,2
5,4,34.68069,5,2
1,4,56.62577,26,2
1,4,52.34783,29,2
1,4,54.73695,40,2
5,4,44.6265,26,2
5,4,66.57123,14,2
5,1,85.43215,40,2
1,1,41.7641,29,2
1,1,32.37521,35,2
5,1,18.09792,5,2
3,1,39.48637,40,2
3,1,26.20862,29,2
5,1,32.15332,35,2
3,1,17.20815,5,2
1,1,20.59745,20,2
1,1,23.87523,32,2
1,1,17.54247,8,2
3,1,31.59753,14,2
5,1,33.04185,32,2
5,1,41.37555,23,2
1,1,23.15318,11,2
3,1,38.04232,23,2
5,1,34.04244,20,2
1,1,16.70906,5,2
3,1,25.43091,17,2
3,1,29.98632,32,2
3,1,31.09718,8,2
5,1,57.37533,29,2
5,1,49.54305,14,2
1,1,55.70885,17,2
3,1,42.5424,26,2
5,1,48.43115,17,2
3,1,27.32019,11,2
3,1,29.09681,35,2
1,1,38.87553,40,2
1,1,27.26427,23,2
3,1,29.59816,20,2
5,1,31.9863,26,2
1,1,30.81987,14,2
5,1,56.20896,8,2
5,1,41.26426,11,2
